timestamp,close,open,high,low,volatility,volume,returns_8h,returns_24h,funding_rate,fear_greed,price_momentum,search_interest,open_interest,volume_ma_7d
2023-01-01 00:00:00,16500.0,16500.0,16514.118157309364,16474.19231688746,,2928337111.432543,,,-0.0007747877454814098,50,0.0,50.0,,
2023-01-01 01:00:00,16585.499088417047,16500.0,16602.764392123187,16488.5865162793,0.005181762934366452,3297160780.4742184,,,-0.00040413547763378194,50,0.0,50.0,,
2023-01-01 02:00:00,16787.589217087618,16585.499088417047,16811.940742612493,16566.85991562442,0.012184748109974386,2859027193.262686,,,-0.0008441262476349624,50,0.0,50.0,,
2023-01-01 03:00:00,16999.69144917417,16787.589217087618,17021.792108494687,16772.277472324895,0.012634466411094891,6314516449.033532,,,0.0009059158928437669,50,0.0,50.0,,
2023-01-01 04:00:00,17104.07799242389,16999.69144917417,17133.269276035284,16973.68645631937,0.006140496347349256,1437713747.7379134,,,0.0006296918659154597,50,0.0,50.0,,
2023-01-01 05:00:00,17008.98377997117,17104.07799242389,17110.347199993692,16992.700205353856,0.005559739174180511,4621454034.167251,,,-0.0010859786995550931,50,0.0,50.0,,
2023-01-01 06:00:00,16945.637047071847,17008.98377997117,17031.39426800516,16926.42370427852,0.003724310265609043,2252395217.795068,,,0.00018100044175733238,50,0.0,50.0,,
2023-01-01 07:00:00,16808.36270226059,16945.637047071847,16949.931587181927,16779.937821315387,0.008100866578809263,4814643718.993332,,,-0.0001096542899590926,50,0.0,50.0,,
2023-01-01 08:00:00,16850.652806083133,16808.36270226059,16866.764723613116,16784.817435482142,0.0025160156626591323,1713257095.7404647,0.021251685217159588,,0.0002971941320892518,50,0.0,50.0,,
2023-01-01 09:00:00,16859.7945759739,16850.652806083133,16877.48244038574,16832.865612360496,0.0005425172541366763,3437536398.840908,0.01653827154037324,,0.0001672654885829578,50,0.0,50.0,,
2023-01-01 10:00:00,16283.334423040045,16859.7945759739,16860.68245485494,16268.311692394096,0.03419141024145944,16081854143.099613,-0.03003735602097679,,-7.112773339105057e-05,50,0.0,50.0,,
2023-01-01 11:00:00,16205.136824723193,16283.334423040045,16285.614702810895,16201.028315252464,0.004802308684774492,2745888787.385371,-0.04673935564222109,,-3.069312953715164e-05,50,0.0,50.0,,
2023-01-01 12:00:00,16167.370841486634,16205.136824723193,16232.274461932682,16165.548245818105,0.002330494561387564,2445268967.8979807,-0.05476513562158458,,0.0005088436978076069,50,0.0,50.0,,
2023-01-01 13:00:00,16273.81146506228,16167.370841486634,16283.145744402038,16136.360266165753,0.006583669331225561,4918773817.881691,-0.04322258898115883,,-0.0002974664469645236,50,0.0,50.0,,
2023-01-01 14:00:00,16114.927240018116,16273.81146506228,16284.96767286749,16108.91551605058,0.00976318457327996,4929903591.3052635,-0.049022046485840076,,-0.0001921236182156519,50,0.0,50.0,,
2023-01-01 15:00:00,16210.191468001176,16114.927240018116,16230.95368311215,16105.95095323756,0.00591155185277481,1935439153.1737041,-0.035587715761212446,,0.00032360226078313286,50,0.0,50.0,,
2023-01-01 16:00:00,16232.480806162088,16210.191468001176,16239.646298038702,16190.357047208587,0.0013750200424782477,5543072570.875429,-0.036685344302974654,,0.0004279128422296749,50,0.0,50.0,,
2023-01-01 17:00:00,16040.550427647473,16232.480806162088,16238.668050148752,16013.98965918065,0.011823847556422518,7107871663.456217,-0.048591585421443706,,0.00014657990551711044,50,0.0,50.0,,
2023-01-01 18:00:00,15902.063572518913,16040.550427647473,16053.957172145618,15875.566219454297,0.008633547567660993,8102209724.472267,-0.02341478966259236,,-0.0002404478031417772,50,0.0,50.0,,
2023-01-01 19:00:00,15943.36932970097,15902.063572518913,15945.250541846632,15875.608822134316,0.0025975092473808914,4425144264.441156,-0.016153365309625745,,-0.0008355228421542012,50,0.0,50.0,,
2023-01-01 20:00:00,15894.33444187986,15943.36932970097,15972.518593367373,15863.242326067164,0.003075566199784552,8839160337.234966,-0.016888113861169174,,-0.0008150849832206534,50,0.0,50.0,,
2023-01-01 21:00:00,16091.064036955584,15894.33444187986,16121.318741703619,15892.541799295363,0.01237734085658615,1892060340.762237,-0.011229540694816964,,-0.00010194052471713993,50,0.0,50.0,,
2023-01-01 22:00:00,16270.977621350015,16091.064036955584,16285.562931042034,16078.052194784714,0.011180962550471074,9957012291.12457,0.009683592051497492,,8.301530528310333e-05,50,0.0,50.0,,
2023-01-01 23:00:00,16314.192737475645,16270.977621350015,16321.019881341132,16241.168728211518,0.002655963097689007,2778676815.9006534,0.006415795253237322,,-0.00017636626460979484,50,0.0,50.0,4807432425.687043,
2023-01-02 00:00:00,16441.61426966611,16314.192737475645,16457.088281606608,16298.825161214421,0.0078104711793531845,3158005220.0507746,0.012883641508735666,-0.003538529111144717,-0.0005256002522151375,50,0.0,50.0,4817001930.212803,
2023-01-02 01:00:00,16548.5928043366,16441.61426966611,16551.90031167214,16412.77680360046,0.006506571247560489,2764000173.6515784,0.0316723780135042,-0.0022252139585128283,0.05667519612213649,50,0.0,50.0,4794786904.928527,
